"id","name","standard","version","framework","severity","geo_regions","paths_count","paths"
"fintech.fraud_velocity_checks","Fraud Velocity Checks","Fraud","current","gatekeeper","medium","Global","2","policies/fintech/fraud_velocity_checks/policy.rego;policies/fintech/fraud_velocity_checks/policy_test.rego"
"fintech.geofencing_restricted_markets","Geofencing Restricted Markets","Risk","current","gatekeeper","medium","Global","2","policies/fintech/geofencing_restricted_markets/policy.rego;policies/fintech/geofencing_restricted_markets/policy_test.rego"
"fintech.hot_wallet_limits","Hot Wallet Limits","Security","current","gatekeeper","medium","Global","2","policies/fintech/hot_wallet_limits/policy.rego;policies/fintech/hot_wallet_limits/policy_test.rego"
"fintech.ip_geolocation_consistency","IP Geolocation Consistency","Fraud","current","gatekeeper","medium","Global","2","policies/fintech/ip_geolocation_consistency/policy.rego;policies/fintech/ip_geolocation_consistency/policy_test.rego"
"fintech.jwt_expiry_policy","JWT Expiry Policy","Security","current","gatekeeper","medium","Global","2","policies/fintech/jwt_expiry_policy/policy.rego;policies/fintech/jwt_expiry_policy/policy_test.rego"
"fintech.kyc_biometric_liveness","KYC Biometric Liveness","EU AMLD / FATF","current","gatekeeper","medium","Global","2","policies/fintech/kyc_biometric_liveness/policy.rego;policies/fintech/kyc_biometric_liveness/policy_test.rego"
"fintech.kyc_document_verification","KYC Document Verification","EU AMLD / FATF","current","gatekeeper","medium","Global","2","policies/fintech/kyc_document_verification/policy.rego;policies/fintech/kyc_document_verification/policy_test.rego"
"fintech.kyc_reverification_schedule","KYC Re-Verification Schedule","EU AMLD / FATF","current","gatekeeper","medium","Global","2","policies/fintech/kyc_reverification_schedule/policy.rego;policies/fintech/kyc_reverification_schedule/policy_test.rego"
"fintech.kyc_source_of_funds","KYC Source of Funds","EU AMLD / FATF","current","gatekeeper","medium","Global","2","policies/fintech/kyc_source_of_funds/policy.rego;policies/fintech/kyc_source_of_funds/policy_test.rego"
"fintech.kyc_source_of_wealth","KYC Source of Wealth","EU AMLD / FATF","current","gatekeeper","medium","Global","2","policies/fintech/kyc_source_of_wealth/policy.rego;policies/fintech/kyc_source_of_wealth/policy_test.rego"
"fintech.mcc_whitelisting","MCC Whitelisting","Risk","current","gatekeeper","medium","Global","2","policies/fintech/mcc_whitelisting/policy.rego;policies/fintech/mcc_whitelisting/policy_test.rego"
"fintech.mtls_required","mTLS Required For APIs","Security","current","gatekeeper","medium","Global","2","policies/fintech/mtls_required/policy.rego;policies/fintech/mtls_required/policy_test.rego"
"fintech.oauth2_pkce_required","OAuth2 PKCE Required","Security","current","gatekeeper","medium","Global","2","policies/fintech/oauth2_pkce_required/policy.rego;policies/fintech/oauth2_pkce_required/policy_test.rego"
"fintech.ob_audit_logging","Open Banking Audit Logging","OBIE","current","gatekeeper","medium","Global","2","policies/fintech/ob_audit_logging/policy.rego;policies/fintech/ob_audit_logging/policy_test.rego"
"fintech.ob_consent_expiry_90d","Open Banking Consent Expiry 90d","OBIE","current","gatekeeper","medium","Europe","2","policies/fintech/ob_consent_expiry_90d/policy.rego;policies/fintech/ob_consent_expiry_90d/policy_test.rego"
"fintech.ob_consent_revocation","Open Banking Consent Revocation","OBIE","current","gatekeeper","medium","Global","2","policies/fintech/ob_consent_revocation/policy.rego;policies/fintech/ob_consent_revocation/policy_test.rego"
"fintech.ob_data_minimization","Open Banking Data Minimization","OBIE","current","gatekeeper","medium","Global","2","policies/fintech/ob_data_minimization/policy.rego;policies/fintech/ob_data_minimization/policy_test.rego"
"fintech.ob_rate_limits","Open Banking API Rate Limits","OBIE","current","gatekeeper","medium","Global","2","policies/fintech/ob_rate_limits/policy.rego;policies/fintech/ob_rate_limits/policy_test.rego"
"fintech.ob_tpp_eidas_cert_validation","Open Banking TPP eIDAS Validation","eIDAS","current","gatekeeper","medium","Europe","2","policies/fintech/ob_tpp_eidas_cert_validation/policy.rego;policies/fintech/ob_tpp_eidas_cert_validation/policy_test.rego"
"fintech.pan_masking_in_logs","PAN Masking In Logs","PCI DSS","current","gatekeeper","medium","Global","2","policies/fintech/pan_masking_in_logs/policy.rego;policies/fintech/pan_masking_in_logs/policy_test.rego"
"fintech.pci_account_lockout","PCI DSS — Account Lockout","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_account_lockout/policy.rego;policies/fintech/pci_account_lockout/policy_test.rego"
"fintech.pci_default_passwords_changed","PCI DSS — Default Passwords Changed","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_default_passwords_changed/policy.rego;policies/fintech/pci_default_passwords_changed/policy_test.rego"
"fintech.pci_file_integrity_monitoring","PCI DSS — File Integrity Monitoring","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_file_integrity_monitoring/policy.rego;policies/fintech/pci_file_integrity_monitoring/policy_test.rego"
"fintech.pci_https_only","PCI DSS — HTTPS Only","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_https_only/policy.rego;policies/fintech/pci_https_only/policy_test.rego"
"fintech.pci_key_management","PCI DSS — Key Management","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_key_management/policy.rego;policies/fintech/pci_key_management/policy_test.rego"
"fintech.pci_log_retention","PCI DSS — Log Retention","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_log_retention/policy.rego;policies/fintech/pci_log_retention/policy_test.rego"
"fintech.pci_malware_protection","PCI DSS — Malware Protection","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_malware_protection/policy.rego;policies/fintech/pci_malware_protection/policy_test.rego"
"fintech.pci_mfa_required","PCI DSS — MFA Required","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_mfa_required/policy.rego;policies/fintech/pci_mfa_required/policy_test.rego"
"fintech.pci_network_segmentation","PCI DSS — Network Segmentation","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_network_segmentation/policy.rego;policies/fintech/pci_network_segmentation/policy_test.rego"
"fintech.pci_pan_masking_in_logs","PCI DSS — PAN Masking in Logs","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_pan_masking_in_logs/policy.rego;policies/fintech/pci_pan_masking_in_logs/policy_test.rego"
"fintech.pci_secure_coding_practices","PCI DSS — Secure Coding Practices","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_secure_coding_practices/policy.rego;policies/fintech/pci_secure_coding_practices/policy_test.rego"
"fintech.pci_session_timeout","PCI DSS — Session Timeout","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_session_timeout/policy.rego;policies/fintech/pci_session_timeout/policy_test.rego"
"fintech.pci_storage_encryption","PCI DSS — Storage Encryption","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_storage_encryption/policy.rego;policies/fintech/pci_storage_encryption/policy_test.rego"
"fintech.pci_tls_min_version","PCI DSS — TLS Min Version","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_tls_min_version/policy.rego;policies/fintech/pci_tls_min_version/policy_test.rego"
"fintech.pci_vulnerability_scanning","PCI DSS — Vulnerability Scanning","PCI DSS 4.0","current","gatekeeper","medium","Global","2","policies/fintech/pci_vulnerability_scanning/policy.rego;policies/fintech/pci_vulnerability_scanning/policy_test.rego"
"fintech.proof_of_reserves_reporting","Proof of Reserves Reporting","Best Practice","current","gatekeeper","medium","Global","2","policies/fintech/proof_of_reserves_reporting/policy.rego;policies/fintech/proof_of_reserves_reporting/policy_test.rego"
"fintech.psd2_sca","PSD2 SCA (Strong Customer Authentication)","PSD2","2015/2366","other","high","Europe","2","policies/fintech/psd2_sca/policy.rego;policies/fintech/psd2_sca/policy_test.rego"
"fintech.psd2_sca_enforced","PSD2 SCA Enforced","PSD2 / EBA RTS","current","gatekeeper","medium","Europe","2","policies/fintech/psd2_sca_enforced/policy.rego;policies/fintech/psd2_sca_enforced/policy_test.rego"
"fintech.psd2_sca_exemptions_controls","PSD2 SCA Exemptions Controls","PSD2 / EBA RTS","current","gatekeeper","medium","Europe","2","policies/fintech/psd2_sca_exemptions_controls/policy.rego;policies/fintech/psd2_sca_exemptions_controls/policy_test.rego"
"fintech.psd2_transaction_risk_analysis","PSD2 Transaction Risk Analysis","PSD2 / EBA RTS","current","gatekeeper","medium","Europe","2","policies/fintech/psd2_transaction_risk_analysis/policy.rego;policies/fintech/psd2_transaction_risk_analysis/policy_test.rego"
"fintech.rbi_ekyc_risk","RBI eKYC — High-risk controls","RBI eKYC","placeholder","other","medium","APAC","2","policies/fintech/rbi_ekyc_risk/policy.rego;policies/fintech/rbi_ekyc_risk/policy_test.rego"
"fintech.stablecoin_reserve_ratio","Stablecoin Reserve Ratio","MiCA","current","gatekeeper","medium","Europe","2","policies/fintech/stablecoin_reserve_ratio/policy.rego;policies/fintech/stablecoin_reserve_ratio/policy_test.rego"
"fintech.three_ds_required","3DS Required","EMVCo / PSD2","current","gatekeeper","medium","Global","2","policies/fintech/three_ds_required/policy.rego;policies/fintech/three_ds_required/policy_test.rego"
"fintech.transaction_limits_per_risk","Transaction Limits per Risk Tier","Risk","current","gatekeeper","medium","Global","2","policies/fintech/transaction_limits_per_risk/policy.rego;policies/fintech/transaction_limits_per_risk/policy_test.rego"
"fintech.travel_rule_compliance","Travel Rule Compliance","FATF Rec.16","current","gatekeeper","medium","Global","2","policies/fintech/travel_rule_compliance/policy.rego;policies/fintech/travel_rule_compliance/policy_test.rego"
"fintech.us_mtl_license","US Money Transmitter Licensing (MTL)","US FinReg","state-licenses","other","high","North America","2","policies/fintech/us_mtl_license/policy.rego;policies/fintech/us_mtl_license/policy_test.rego"
"fintech.vasp_license_required","VASP License Required","MiCA / FATF","current","gatekeeper","medium","Global","2","policies/fintech/vasp_license_required/policy.rego;policies/fintech/vasp_license_required/policy_test.rego"
"fintech.withdrawal_address_whitelist","Withdrawal Address Whitelist","Security","current","gatekeeper","medium","Global","2","policies/fintech/withdrawal_address_whitelist/policy.rego;policies/fintech/withdrawal_address_whitelist/policy_test.rego"
"fintech.xs2a_api_security","Open Banking XS2A API Security","OBIE / FAPI","current","gatekeeper","medium","Global","2","policies/fintech/xs2a_api_security/policy.rego;policies/fintech/xs2a_api_security/policy_test.rego"
"gdpr.consent_required","Consent required","GDPR","2016/679","other","medium","Europe","2","policies/gdpr/consent_required/policy.rego;policies/gdpr/consent_required/policy_test.rego"
"gdpr.data_minimization","Data minimization","GDPR","2016/679","other","medium","Europe","2","policies/gdpr/data_minimization/policy.rego;policies/gdpr/data_minimization/policy_test.rego"
"gdpr.data_retention","Storage limitation (data retention)","GDPR","2016/679","other","medium","Europe","2","policies/gdpr/data_retention/policy.rego;policies/gdpr/data_retention/policy_test.rego"
"igaming.deposit_limit_controls","Deposit Limits — Controls","UKGC/EU","current","other","medium","Europe","2","policies/igaming/deposit_limit_controls/policy.rego;policies/igaming/deposit_limit_controls/policy_test.rego"
"igaming.geofencing_regulated_markets","Geofencing — Regulated Markets Only","Best Practice","current","other","high","Global","2","policies/igaming/geofencing_regulated_markets/policy.rego;policies/igaming/geofencing_regulated_markets/policy_test.rego"
"igaming.license_check_adm_it","License Check — ADM (IT)","ADM","current","other","high","Europe","2","policies/igaming/license_check_adm_it/policy.rego;policies/igaming/license_check_adm_it/policy_test.rego"
"igaming.license_check_anj_fr","License Check — ANJ (FR)","ANJ","current","other","high","Europe","2","policies/igaming/license_check_anj_fr/policy.rego;policies/igaming/license_check_anj_fr/policy_test.rego"
"igaming.license_check_dgoj_es","License Check — DGOJ (ES)","DGOJ","current","other","high","Europe","2","policies/igaming/license_check_dgoj_es/policy.rego;policies/igaming/license_check_dgoj_es/policy_test.rego"
"igaming.license_check_ukgc","License Check — UKGC","UKGC","current","other","high","Europe","2","policies/igaming/license_check_ukgc/policy.rego;policies/igaming/license_check_ukgc/policy_test.rego"
"igaming.license_check_us_nj_dge","License Check — NJ DGE","NJ DGE","current","other","high","North America","2","policies/igaming/license_check_us_nj_dge/policy.rego;policies/igaming/license_check_us_nj_dge/policy_test.rego"
"igaming.license_check_us_nv_ngcb","License Check — NV NGCB","NV NGCB","current","other","high","North America","2","policies/igaming/license_check_us_nv_ngcb/policy.rego;policies/igaming/license_check_us_nv_ngcb/policy_test.rego"
"igaming.license_check_us_pa_pgcb","License Check — PA PGCB","PA PGCB","current","other","high","North America","2","policies/igaming/license_check_us_pa_pgcb/policy.rego;policies/igaming/license_check_us_pa_pgcb/policy_test.rego"
"igaming.self_exclusion_uk_gamstop","Self-Exclusion — GAMSTOP (UK)","UKGC LCCP","current","other","high","Europe","2","policies/igaming/self_exclusion_uk_gamstop/policy.rego;policies/igaming/self_exclusion_uk_gamstop/policy_test.rego"
"k8s.ban_hostnetwork","Disallow hostNetwork in Pods","Kubernetes","1.x","gatekeeper","high","Global","4","addons/k8s-gatekeeper/templates/ban-hostnetwork.yaml;addons/k8s-gatekeeper/constraints/ban-hostnetwork.yaml;policies/k8s/ban_hostnetwork/policy.rego;policies/k8s/ban_hostnetwork/policy_test.rego"
"k8s.block_hostpath","Block hostPath volumes","Kubernetes","1.x","kyverno","high","Global","3","addons/kyverno/policies/block-hostpath.yaml;policies/k8s/block_hostpath/policy.rego;policies/k8s/block_hostpath/policy_test.rego"
"k8s.disallow_latest","Disallow image tag latest","Kubernetes","1.x","kyverno","high","Global","3","addons/kyverno/policies/disallow-latest.yaml;policies/k8s/disallow_latest/policy.rego;policies/k8s/disallow_latest/policy_test.rego"
"k8s.limit_capabilities","Limit container capabilities","Kubernetes","1.x","gatekeeper","medium","Global","3","addons/k8s-gatekeeper/templates/limit-capabilities.yaml;policies/k8s/limit_capabilities/policy.rego;policies/k8s/limit_capabilities/policy_test.rego"
"k8s.no_privileged","Disallow privileged pods","Kubernetes","1.x","kyverno","high","Global","3","addons/kyverno/policies/no-privileged.yaml;policies/k8s/no_privileged/policy.rego;policies/k8s/no_privileged/policy_test.rego"
"k8s.no_run_as_root","Disallow running as root","Kubernetes","1.x","gatekeeper","medium","Global","3","addons/k8s-gatekeeper/templates/no-run-as-root.yaml;policies/k8s/no_run_as_root/policy.rego;policies/k8s/no_run_as_root/policy_test.rego"
"k8s.require_imagepullpolicy_always","Require imagePullPolicy: Always","Kubernetes","1.x","gatekeeper","medium","Global","3","addons/k8s-gatekeeper/templates/require-imagepullpolicy-always.yaml;policies/k8s/require_imagepullpolicy_always/policy.rego;policies/k8s/require_imagepullpolicy_always/policy_test.rego"
"k8s.require_resources","Require resource requests/limits","Kubernetes","1.x","kyverno","high","Global","3","addons/kyverno/policies/require-resources.yaml;policies/k8s/require_resources/policy.rego;policies/k8s/require_resources/policy_test.rego"
"legaltech.aba_model_rule_1_6_confidentiality","ABA Model Rule 1.6 — Confidentiality","ABA Model Rules","current","gatekeeper","medium","North America","2","policies/legaltech/aba_model_rule_1_6_confidentiality/policy.rego;policies/legaltech/aba_model_rule_1_6_confidentiality/policy_test.rego"
"legaltech.ae_pdpl_consent_notice","AE: PDPL Consent Notice","PDPL (UAE)","current","gatekeeper","medium","Global","2","policies/legaltech/ae_pdpl_consent_notice/policy.rego;policies/legaltech/ae_pdpl_consent_notice/policy_test.rego"
"legaltech.au_app_notice_at_collection","AU: APP Notice At Collection","Australia Privacy Act (APPs)","current","gatekeeper","medium","Global","2","policies/legaltech/au_app_notice_at_collection/policy.rego;policies/legaltech/au_app_notice_at_collection/policy_test.rego"
"legaltech.ca_qc_law25_privacy_governance","Ca QC Law25 Privacy Governance","Quebec Law 25 (Canada)","current","gatekeeper","medium","Global","2","policies/legaltech/ca_qc_law25_privacy_governance/policy.rego;policies/legaltech/ca_qc_law25_privacy_governance/policy_test.rego"
"legaltech.ccpa_notice_at_collection","CCPA: Notice At Collection","CCPA (California)","current","gatekeeper","medium","Global","2","policies/legaltech/ccpa_notice_at_collection/policy.rego;policies/legaltech/ccpa_notice_at_collection/policy_test.rego"
"legaltech.ccpa_opt_out_enabled","CCPA: Opt Out Enabled","CCPA (California)","current","gatekeeper","medium","Global","2","policies/legaltech/ccpa_opt_out_enabled/policy.rego;policies/legaltech/ccpa_opt_out_enabled/policy_test.rego"
"legaltech.ccpa_verification_of_requests","CCPA: Verification Of Requests","CCPA (California)","current","gatekeeper","medium","Global","2","policies/legaltech/ccpa_verification_of_requests/policy.rego;policies/legaltech/ccpa_verification_of_requests/policy_test.rego"
"legaltech.ch_fadp_records_of_processing","Ch FADP Records Of Processing","FADP (Switzerland)","current","gatekeeper","medium","Global","2","policies/legaltech/ch_fadp_records_of_processing/policy.rego;policies/legaltech/ch_fadp_records_of_processing/policy_test.rego"
"legaltech.cpra_sensitive_data_limited_use","CPRA: Sensitive Data Limited Use","CPRA (California)","current","gatekeeper","medium","Global","2","policies/legaltech/cpra_sensitive_data_limited_use/policy.rego;policies/legaltech/cpra_sensitive_data_limited_use/policy_test.rego"
"legaltech.data_residency_requirements_enforced","Data Residency Requirements Enforced","Best Practice","current","gatekeeper","medium","Global","2","policies/legaltech/data_residency_requirements_enforced/policy.rego;policies/legaltech/data_residency_requirements_enforced/policy_test.rego"
"legaltech.ediscovery_frcp_26_34_37","eDiscovery — FRCP 26/34/37","FRCP","current","gatekeeper","medium","North America","2","policies/legaltech/ediscovery_frcp_26_34_37/policy.rego;policies/legaltech/ediscovery_frcp_26_34_37/policy_test.rego"
"legaltech.encryption_at_rest_enabled","Encryption At Rest Enabled","Best Practice","current","gatekeeper","medium","Global","2","policies/legaltech/encryption_at_rest_enabled/policy.rego;policies/legaltech/encryption_at_rest_enabled/policy_test.rego"
"legaltech.encryption_in_transit_enabled","Encryption In Transit Enabled","Best Practice","current","gatekeeper","medium","Global","2","policies/legaltech/encryption_in_transit_enabled/policy.rego;policies/legaltech/encryption_in_transit_enabled/policy_test.rego"
"legaltech.gdpr_breach_72h","GDPR: Breach 72H","GDPR (EU)","current","gatekeeper","medium","Global","2","policies/legaltech/gdpr_breach_72h/policy.rego;policies/legaltech/gdpr_breach_72h/policy_test.rego"
"legaltech.gdpr_consent_valid","GDPR: Consent Valid","GDPR (EU)","current","gatekeeper","medium","Global","2","policies/legaltech/gdpr_consent_valid/policy.rego;policies/legaltech/gdpr_consent_valid/policy_test.rego"
"legaltech.gdpr_cookie_consent_eprivacy","GDPR: Cookie Consent Eprivacy","GDPR (EU)","current","gatekeeper","medium","Global","2","policies/legaltech/gdpr_cookie_consent_eprivacy/policy.rego;policies/legaltech/gdpr_cookie_consent_eprivacy/policy_test.rego"
"legaltech.gdpr_data_minimization","GDPR: Data Minimization","GDPR (EU)","current","gatekeeper","medium","Global","2","policies/legaltech/gdpr_data_minimization/policy.rego;policies/legaltech/gdpr_data_minimization/policy_test.rego"
"legaltech.gdpr_dpia_required_high_risk","GDPR: Dpia Required High Risk","GDPR (EU)","current","gatekeeper","medium","Global","2","policies/legaltech/gdpr_dpia_required_high_risk/policy.rego;policies/legaltech/gdpr_dpia_required_high_risk/policy_test.rego"
"legaltech.gdpr_dsar_timeline_30d","GDPR: DSAR Timeline 30D","GDPR (EU)","current","gatekeeper","medium","Global","2","policies/legaltech/gdpr_dsar_timeline_30d/policy.rego;policies/legaltech/gdpr_dsar_timeline_30d/policy_test.rego"
"legaltech.gdpr_lawful_basis_required","GDPR: Lawful Basis Required","GDPR (EU)","current","gatekeeper","medium","Global","2","policies/legaltech/gdpr_lawful_basis_required/policy.rego;policies/legaltech/gdpr_lawful_basis_required/policy_test.rego"
"legaltech.gdpr_records_of_processing","GDPR: Records Of Processing","GDPR (EU)","current","gatekeeper","medium","Global","2","policies/legaltech/gdpr_records_of_processing/policy.rego;policies/legaltech/gdpr_records_of_processing/policy_test.rego"
"legaltech.gdpr_retention_limit","GDPR: Retention Limit","GDPR (EU)","current","gatekeeper","medium","Global","2","policies/legaltech/gdpr_retention_limit/policy.rego;policies/legaltech/gdpr_retention_limit/policy_test.rego"
"legaltech.gdpr_transfer_scc","GDPR: Transfer Scc","GDPR (EU)","current","gatekeeper","medium","Global","2","policies/legaltech/gdpr_transfer_scc/policy.rego;policies/legaltech/gdpr_transfer_scc/policy_test.rego"
"legaltech.id_pdp_cross_border_transfer","ID: Pdp Cross Border Transfer","PDP (Indonesia)","current","gatekeeper","medium","Global","2","policies/legaltech/id_pdp_cross_border_transfer/policy.rego;policies/legaltech/id_pdp_cross_border_transfer/policy_test.rego"
"legaltech.kr_pipa_breach_notification","KR: Pipa Breach Notification","PIPA (Korea)","current","gatekeeper","medium","Global","2","policies/legaltech/kr_pipa_breach_notification/policy.rego;policies/legaltech/kr_pipa_breach_notification/policy_test.rego"
"legaltech.legal_hold_no_delete_enforced","Legal Hold No Delete Enforced","Best Practice","current","gatekeeper","medium","Global","2","policies/legaltech/legal_hold_no_delete_enforced/policy.rego;policies/legaltech/legal_hold_no_delete_enforced/policy_test.rego"
"legaltech.lgpd_brazil_compliance","LGPD: Brazil Compliance","LGPD (Brazil)","current","gatekeeper","medium","Global","2","policies/legaltech/lgpd_brazil_compliance/policy.rego;policies/legaltech/lgpd_brazil_compliance/policy_test.rego"
"legaltech.mx_lfpdppp_notice_at_collection","MX: LFPDPPP Notice At Collection","LFPDPPP (Mexico)","current","gatekeeper","medium","Global","2","policies/legaltech/mx_lfpdppp_notice_at_collection/policy.rego;policies/legaltech/mx_lfpdppp_notice_at_collection/policy_test.rego"
"legaltech.my_pdpa_retention_principle","MY: PDPA Retention Principle","Regulatory/Best Practice","current","gatekeeper","medium","Global","2","policies/legaltech/my_pdpa_retention_principle/policy.rego;policies/legaltech/my_pdpa_retention_principle/policy_test.rego"
"legaltech.nz_breach_notification","NZ: Breach Notification","Regulatory/Best Practice","current","gatekeeper","medium","Global","2","policies/legaltech/nz_breach_notification/policy.rego;policies/legaltech/nz_breach_notification/policy_test.rego"
"legaltech.pdpa_sg_consent_purposes","PDPA: SG Consent Purposes","PDPA (Singapore)","current","gatekeeper","medium","Global","2","policies/legaltech/pdpa_sg_consent_purposes/policy.rego;policies/legaltech/pdpa_sg_consent_purposes/policy_test.rego"
"legaltech.pipeda_ca_consent","PIPEDA: Ca Consent","PIPEDA (Canada)","current","gatekeeper","medium","Global","2","policies/legaltech/pipeda_ca_consent/policy.rego;policies/legaltech/pipeda_ca_consent/policy_test.rego"
"legaltech.pipl_cn_cross_border_assessment","PIPL: CN Cross Border Assessment","PIPL (China)","current","gatekeeper","medium","Global","2","policies/legaltech/pipl_cn_cross_border_assessment/policy.rego;policies/legaltech/pipl_cn_cross_border_assessment/policy_test.rego"
"legaltech.popia_za_security_measures","POPIA: ZA Security Measures","POPIA (South Africa)","current","gatekeeper","medium","Global","2","policies/legaltech/popia_za_security_measures/policy.rego;policies/legaltech/popia_za_security_measures/policy_test.rego"
"legaltech.records_classification_scheme_applied","Records Classification Scheme Applied","Best Practice","current","gatekeeper","medium","Global","2","policies/legaltech/records_classification_scheme_applied/policy.rego;policies/legaltech/records_classification_scheme_applied/policy_test.rego"
"legaltech.sa_pdpl_breach_notify","SA: PDPL Breach Notify","PDPL (Saudi Arabia)","current","gatekeeper","medium","Global","2","policies/legaltech/sa_pdpl_breach_notify/policy.rego;policies/legaltech/sa_pdpl_breach_notify/policy_test.rego"
"legaltech.th_pdpa_breach_notify","Th PDPA Breach Notify","Regulatory/Best Practice","current","gatekeeper","medium","Global","2","policies/legaltech/th_pdpa_breach_notify/policy.rego;policies/legaltech/th_pdpa_breach_notify/policy_test.rego"
"legaltech.tr_kvkk_verbis_registration","TR: KVKK VERBIS Registration","KVKK (Turkey)","current","gatekeeper","medium","Global","2","policies/legaltech/tr_kvkk_verbis_registration/policy.rego;policies/legaltech/tr_kvkk_verbis_registration/policy_test.rego"
"legaltech.uk_gdpr_minor_consent","UK: GDPR Minor Consent","GDPR (EU)","current","gatekeeper","medium","Global","2","policies/legaltech/uk_gdpr_minor_consent/policy.rego;policies/legaltech/uk_gdpr_minor_consent/policy_test.rego"
"legaltech.vn_pdpd_notice_and_consent","Vn Pdpd Notice And Consent","PDPD (Vietnam)","current","gatekeeper","medium","Global","2","policies/legaltech/vn_pdpd_notice_and_consent/policy.rego;policies/legaltech/vn_pdpd_notice_and_consent/policy_test.rego"
"medtech.au_myr_health_privacy","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/au_myr_health_privacy/policy.rego;policies/medtech/au_myr_health_privacy/policy_test.rego"
"medtech.backup_and_recovery_rto_rpo","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/backup_and_recovery_rto_rpo/policy.rego;policies/medtech/backup_and_recovery_rto_rpo/policy_test.rego"
"medtech.ca_phipa_health_data","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/ca_phipa_health_data/policy.rego;policies/medtech/ca_phipa_health_data/policy_test.rego"
"medtech.device_data_integrity_hashing","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/device_data_integrity_hashing/policy.rego;policies/medtech/device_data_integrity_hashing/policy_test.rego"
"medtech.dicom_network_security_basic","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/dicom_network_security_basic/policy.rego;policies/medtech/dicom_network_security_basic/policy_test.rego"
"medtech.eu_ivdr_clinical_performance","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/eu_ivdr_clinical_performance/policy.rego;policies/medtech/eu_ivdr_clinical_performance/policy_test.rego"
"medtech.eu_mdr_ce_marking_and_udi","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/eu_mdr_ce_marking_and_udi/policy.rego;policies/medtech/eu_mdr_ce_marking_and_udi/policy_test.rego"
"medtech.eu_mdr_clinical_evaluation","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/eu_mdr_clinical_evaluation/policy.rego;policies/medtech/eu_mdr_clinical_evaluation/policy_test.rego"
"medtech.eu_mdr_eudamed_registration","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/eu_mdr_eudamed_registration/policy.rego;policies/medtech/eu_mdr_eudamed_registration/policy_test.rego"
"medtech.eu_mdr_pms_psur","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/eu_mdr_pms_psur/policy.rego;policies/medtech/eu_mdr_pms_psur/policy_test.rego"
"medtech.eu_vigilance_incident_reporting","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/eu_vigilance_incident_reporting/policy.rego;policies/medtech/eu_vigilance_incident_reporting/policy_test.rego"
"medtech.fda_cybersecurity_524b_sbom","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/fda_cybersecurity_524b_sbom/policy.rego;policies/medtech/fda_cybersecurity_524b_sbom/policy_test.rego"
"medtech.fda_mdr_event_reporting","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/fda_mdr_event_reporting/policy.rego;policies/medtech/fda_mdr_event_reporting/policy_test.rego"
"medtech.fda_part11_audit_trail","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/fda_part11_audit_trail/policy.rego;policies/medtech/fda_part11_audit_trail/policy_test.rego"
"medtech.fda_part11_esign_linkage","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/fda_part11_esign_linkage/policy.rego;policies/medtech/fda_part11_esign_linkage/policy_test.rego"
